"Time","Y_1","Y_2"
1,-1.73369626902932,-0.972432830935141
2,-2.70337489111849,-0.103113333238661
3,-0.858261660650748,1.07414583089705
4,0.451968000176762,2.70058848238643
5,1.0681371732964,0.915074724053081
6,1.69886310902045,0.705139897060048
7,0.798447517798267,0.714887707686948
8,1.66622544977752,1.19236664113509
9,2.34841874084116,2.9207091763722
10,0.873738266416901,0.0344715501149864
11,0.253791136481424,0.220381535372316
12,1.09336420038834,0.150409450843786
13,0.634569483266052,0.617640220929505
14,-0.38256796916238,-0.324678335024709
15,-1.03166919318322,-1.49465141042645
16,-1.26548830573265,-0.209009432716287
17,-1.43915216790973,-0.526405682394928
18,-0.847601136470193,-0.446331473890061
19,-0.758560366178664,0.453870761504722
20,1.4892354245792,2.83943274231258
21,1.85956079773827,1.42253033743641
22,3.15425330666296,1.6439053438873
23,2.99997084581455,1.22406882579251
24,1.69842481755427,-1.07917447348969
25,1.34287047845319,-0.460167719389259
26,0.333868908927186,0.519075228972573
27,2.01819839804192,2.77775047959507
28,3.00542266969549,2.73997178321508
29,3.71292078340921,3.92629691952096
30,3.08330714784008,2.4353074918751
31,3.48745732788701,2.89776249600798
32,3.0117840720301,2.72133025933714
33,3.52138291745246,1.5913548422703
34,1.18965493546562,-0.103009611478363
35,1.1940982346301,1.48350452055427
36,1.58798834731478,0.27006149322456
37,2.28077402823588,0.121229989942159
38,1.53239997862241,-0.29335659345651
39,0.0326317729774501,-2.26733679611333
40,0.230684343708226,-1.40152508926045
41,1.22103641668891,-0.74897138517443
42,0.71457824091492,0.767191663453569
43,0.909271905516435,0.617835450592256
44,0.150685810900084,0.637333417833029
45,1.92581374134935,1.48050902961506
46,-0.0899757190966535,-1.80640860713544
47,1.2943912782508,1.0790629075672
48,0.194072510348464,0.00363810277933496
49,0.995079633687976,-0.106304050448668
50,2.06209363075201,0.584375658638656
51,1.21625773659304,0.796827181429163
52,0.845522106476835,-0.216997470256097
53,0.812200866000635,-0.859559999680707
54,0.430464919562547,-1.20409884856722
55,-0.946367992479203,-2.57171962635168
56,-1.24548415573958,-1.90096926466311
57,-2.0027767090002,-1.95757820025325
58,0.697815264581048,-0.371279283880028
59,0.527600197115837,-0.754852431583403
60,-0.679819851318007,-1.85036209856129
61,-2.00205015777202,-2.66685994978559
62,-3.27597897438671,-3.93859433886843
63,-4.00819952884625,-3.31178205663078
64,-3.93393626634489,-2.64459488283246
65,-2.72777953774232,-3.2903154012763
66,-1.10806130499073,-1.26022201919801
67,-0.267853482898303,-0.316033053690061
68,-1.44257926370462,-0.534728559730854
69,-0.385218548402734,0.382588827038812
70,-0.101086949695087,1.36027962173773
71,-1.00763233619094,-0.613220718404704
72,-0.231518477650613,-0.385333023552257
73,-0.272585942813584,0.214664612678375
74,1.39583107818525,1.40875981512712
75,1.55653847307411,2.80992671198878
76,2.21777464010634,2.54048722853627
77,2.18287779359278,2.76707144023981
78,2.64145027201631,2.78795427080025
79,1.79009467320207,0.512336242776495
80,0.343224411014912,0.930053081353309
81,1.40431302019042,2.27441239780067
82,1.13143558524106,1.58156742797423
83,1.71875311940062,2.22507104604301
84,2.1584223212825,3.09687409318798
85,2.59385636467182,0.668431960937908
86,3.02635323681141,2.0811092609691
87,2.61304310384051,1.37392470066208
88,3.28017094513168,0.13675373216441
89,2.02810220588584,0.892512584428818
90,1.53936862279026,1.0523968681243
91,0.0220389412184194,-0.0105567677794739
92,0.28277749494096,-0.678873211768635
93,-0.784088978485918,-2.05313296224639
94,-2.30421271654736,-2.85691383700179
95,-3.93189917378092,-5.32483432117639
96,-3.53829052951311,-3.66087879081481
97,-3.05398670847326,-2.36748302040461
98,-2.54218744030361,-1.58919644319628
99,-2.85344034453595,-0.419699249093819
100,-2.73004154585544,-0.304696979563817
101,-2.7149463039364,0.370751981988216
102,-1.53657712380757,0.792438043078293
103,-1.6425702691747,-0.882554274179007
104,-1.85555695615992,0.470106069585039
105,-0.0337973541862815,2.68262208623499
106,-0.0784695075476296,1.48729705539249
107,1.31751818210564,1.6520725694716
108,2.1374441005433,2.1371484632379
109,3.92706183798115,3.54698118380968
110,2.95391549473824,2.93822822494749
111,4.48801707861299,4.25883571100883
112,3.98190812069362,2.50338696590002
113,3.87257323699274,2.70547243849585
114,3.91283666467549,2.10355274499317
115,2.72190182455718,0.432687102595245
116,1.17109063623131,-1.7572571592943
117,-0.32476726430875,-2.48733583880563
118,-1.34410718843392,-1.28591049649078
119,-2.57749399490778,-1.68639397483882
120,-3.15665325684939,-2.12129397521841
121,-2.13197693805406,-0.86062668093812
122,0.0628731912610023,-0.150818293285981
123,-1.04837264288227,-0.913641821221345
124,-1.91397768869874,0.0237175118061099
125,0.376394593594035,0.977913290061847
126,0.754722471505639,0.754529011407155
127,1.13143938384667,0.202999090507232
128,1.0043897774551,-0.222984829587028
129,1.38611095415024,0.590286084548791
130,0.347528018446311,-0.170156335719774
131,0.247854217750294,-0.842643138191335
132,0.504375174995493,1.05638333466636
133,-0.452438851221545,0.0147624288149686
134,0.0764850530989042,0.630928244182345
135,-0.641169939033961,-0.394390959730318
136,0.0838065954763128,-0.0407873000167857
137,0.130520682549036,0.96770671089129
138,1.26707287493736,1.88775491779259
139,3.01356241338769,1.81751867030802
140,3.73784848581723,2.71276761787011
141,0.931077881627021,-0.646079264302749
142,1.19554669178031,0.618239067130827
143,1.21889181437187,-0.019208412535258
144,1.69098772078332,1.4437164421691
145,2.2270629571627,3.75470851726975
146,3.0870612617753,3.24959718570658
147,3.67724900644179,1.87849404888587
148,1.84984278017438,1.05736775721413
149,1.59061522432379,1.366164459032
150,1.49849770567592,0.178468108284253
151,2.05986290444594,1.33147193837387
152,1.59782103848579,0.931512743842861
153,1.52410115536062,-0.370463318142642
154,0.890519212228149,0.341934074990275
155,0.761499769002613,-0.125454628834443
156,1.45181089092477,0.112454075596306
157,0.34754947493967,-0.258827578221417
158,0.240308062078508,0.297657491314386
159,-0.152989251915366,-0.259739497842915
160,0.809141191926853,0.356202289647366
161,0.727276588015861,-0.300849699490429
162,-0.606171694251065,-0.632349941384417
163,-1.69376751182852,-0.683301650714303
164,-0.411717501380888,-0.33330060482974
165,-0.578906228789513,-0.768644261067961
166,-1.37350620816538,-1.18316644593663
167,-0.2626312960156,-0.508004481354079
168,-1.56125716740003,-2.1920540156012
169,-1.48893859933858,-1.68634861392924
170,-1.64603483857901,-0.507379451406197
171,-2.18836286313082,-1.71389579145072
172,-2.52594240323533,-1.55579087412574
173,-2.20351205544019,-1.23538425201973
174,-1.74780866777875,-1.42364355363376
175,-1.54847355844964,-1.57180690329224
176,-0.487633420678088,0.243071643314241
177,-0.627817540466186,0.695215559628867
178,0.322346919103491,2.36271149990299
179,1.16365433649022,1.5385968633533
180,1.19784310501721,0.640807896555603
181,1.15197823118295,0.941389792233788
182,3.4339059352548,3.78967040308756
183,2.22847077808178,3.69174835686202
184,1.85608020050849,0.742889043674057
185,1.70675464706067,2.17527748496198
186,2.87702156362575,1.94203059762141
187,0.48391777089534,0.0284168935573093
188,-0.931438358611408,0.534080445078653
189,-1.53449645147314,0.468208411564432
190,0.169389082582087,2.79497995698462
191,1.44164624356331,2.3730198251252
192,2.59302948654881,2.69111506498011
193,3.50869895176952,3.75844470160542
194,3.17767018053679,3.74242014221447
195,3.29336430563225,3.81638992207696
196,2.2560422582449,2.73025458733794
197,2.53734310353537,1.36659186401685
198,2.50927179635532,0.0484510566140588
199,4.25059126755373,1.08255445508891
200,3.58517446636954,0.605634994756307
201,1.81061294084562,-1.26516857928606
202,0.898700607238185,-1.2019739359916
203,1.40203896121748,-0.238444690838616
204,-0.388889968284044,0.835506927882454
205,-0.328384215246417,-0.210012487018328
206,0.0120841116298465,0.200301216029947
207,2.03233680997994,1.72019446987469
208,0.265859454537062,-1.24747156742615
209,-0.5501787517749,-1.51340856514767
210,-1.00335534306705,-1.17180950284401
211,-1.37940112790542,-1.9767203876149
212,-0.843642048634745,-1.27743927300506
213,-1.06925629569002,-0.93133972210158
214,-1.81214901740809,-1.97682215066068
215,-0.375791683735679,1.03869397185025
216,-0.120870859765935,0.848669619588737
217,-1.31669722929844,0.0158624303482113
218,-0.479316812633886,0.727927364779173
219,-0.401517477472076,0.221056857888068
220,-1.83727131312554,-2.52290559872098
221,-1.74204949017822,-0.654813095481373
222,-4.01786669793704,-3.11632686148967
223,-3.28041580063721,-0.963314193256861
224,-4.67397062250843,-4.09878829567149
225,-2.56764157054459,-2.33533419383377
226,-2.1343215721285,-1.25332908681902
227,-2.59137682395352,-1.3340086515389
228,-3.74442573660961,-2.12125258556839
229,-3.6472408224859,-3.13666437483966
230,-3.55607432029377,-2.39507248516975
231,-2.49396715632439,-2.27990074099537
232,-2.44088971380106,-2.38405025154642
233,-1.66939307673311,-1.04717855446603
234,-0.959427381394187,-0.959362167670916
235,-1.9374566319856,-3.22765524990805
236,-0.758426668558188,-1.01977697207522
237,-0.38860510693453,-0.0453258726300194
238,-1.50261159634618,-0.898586842078149
239,-1.38772883687588,-0.918447791228847
240,-1.81405802452879,-1.39570978986311
241,-3.35147401123445,-2.97667147269794
242,-2.81543762914672,-1.37720619763316
243,-2.94695911135451,-2.02520267462712
244,-2.02295589381395,-1.73251595266607
245,-1.06895844745293,0.350796068665709
246,-1.46131536531021,-1.23156191326434
247,-0.0765001019272902,2.21539860057794
248,0.0517054154268317,2.19821916700255
249,-1.14567520329034,-0.110956474999755
250,-2.76191446140994,-1.86491547402985
251,-2.06740390740708,-0.214074752025853
252,-1.60605077030253,0.204531786487916
253,-2.95923533377482,-1.63874596829674
254,-1.12401995096237,-0.296356145780551
255,0.983250345694496,2.74959250506401
256,0.624944203243166,1.99413898182273
257,1.47967242972689,2.32333589178876
258,3.0120830620606,2.09642597453403
259,2.33422883330274,2.64151815578045
260,4.63311274883877,5.2858963325523
261,5.40439564082254,3.64047961645851
262,4.78775453361317,1.62826723859795
263,4.56780694997127,2.26775826781678
264,4.21982924675586,2.34101490031958
265,3.51136294162209,1.52050610064176
266,2.6503276330314,1.49878566190369
267,0.49372298065035,-0.243739850319508
268,1.00247638244702,0.479171022517768
269,-0.14760523851692,-1.41537220827488
270,0.0581311422910958,-0.314538099057106
271,1.75031694111993,1.70113002860746
272,3.54170010176703,1.84551241354755
273,4.09476983951467,1.88282437312035
274,5.49928385661657,4.41504266159523
275,4.83161831373157,4.11993995678465
276,5.72974658514365,3.46359632654119
